Date,Open,High,Low,Close,Volume
2015-11-30,106.44783352640435,106.44783352640435,105.51937445872281,105.86289978027344,25041600
2015-12-01,106.28999612868483,106.92134857177734,106.16000534360714,106.92134857177734,28639400
2015-12-02,107.00490077787163,107.46913028233094,106.10429440584774,106.26213073730469,22395500
2015-12-03,106.54995495457037,106.73564391788146,103.83884933860097,104.46092224121094,42754300
2015-12-04,104.7765690796456,107.07914990870157,104.56302753281035,106.90274047851562,40037300
2015-12-07,106.97704927530378,107.04204112327402,105.90931998700972,106.41997528076172,25892100
2015-12-08,105.30580298677079,106.77276969657399,105.26866378206424,106.42923736572266,30792600
2015-12-09,105.96503085191272,106.54996459808507,104.17310456781716,104.8137435913086,48509200
2015-12-10,105.05514719096344,105.99289285295188,104.73946741768049,105.28726196289062,30154600
2015-12-11,104.07096028006643,104.34950079843053,102.7989760523668,102.86396789550781,56022200
2015-12-14,103.00325081421849,103.69030853809133,101.55484985772216,103.64388275146484,53098500
2015-12-15,104.60018907883885,105.17582909639356,104.14523909154475,104.27522277832031,48428000
2015-12-16,104.98085879796875,106.00216228077909,103.88527689513366,105.82575988769531,44944100
2015-12-17,106.28999023605863,106.28999023605863,104.26594931749497,104.28451538085938,45668800
2015-12-18,103.96042191445252,104.19324558298324,102.28409576416016,102.28409576416016,53746100
2015-12-21,103.25264712442261,103.43890322446089,102.48898574592201,103.42028045654297,26432800
2015-12-22,103.96973223486734,104.24912346678627,103.4202718120314,104.10011291503906,26540300
2015-12-23,104.64026898543399,104.94759792971728,104.4540128947732,104.87309265136719,25656900
2015-12-24,104.87308391116945,105.14316019376933,104.80789357434973,104.85445404052734,11468600
2015-12-28,104.6030129639406,104.81721385596734,103.8486665843773,104.798583984375,19183600
2015-12-29,105.4225686309209,106.67982229644097,105.35737827905965,106.4469985961914,27725700
2015-12-30,106.35386692878603,106.39111957467667,105.4691396808344,105.48776245117188,19520100
2015-12-31,105.11522348293393,105.31079449523483,104.15598408181917,104.17461395263672,29886800
2016-01-04,101.93019329118394,102.06988890519149,100.6915768468593,101.97676086425781,50807600
2016-01-05,102.47968355467816,102.61006426196326,101.32487995934623,101.79983520507812,38795200
2016-01-06,100.03037655948904,101.40868886639376,100.03037655948904,100.82197570800781,41891100
2016-01-07,98.67066402459764,99.918602533857,97.6089887060113,97.66487121582031,61386300
2016-01-08,98.37266082694914,98.98731876584377,96.76152490569204,96.86396789550781,69344000
2016-01-11,97.55311409165891,97.84181315802294,95.671902034515,97.16197204589844,50024100
2016-01-12,98.09325498921976,98.79172588984613,96.92913682150912,98.28882598876953,46734200
2016-01-13,98.68931057181979,98.93144920800178,94.74993046232233,94.89894104003906,69870700
2016-01-14,95.2714569788828,97.76732722483739,93.75344196973688,96.91984558105469,78445700
2016-01-15,93.70684909688227,94.9361574732928,92.67311170021743,93.91172790527344,91443900
2016-01-19,95.18761305530951,95.33662359060668,93.017695095235,94.11662292480469,56563800
2016-01-20,92.63588580431846,94.83374188510382,90.56841041432422,93.82794189453125,86675000
2016-01-21,94.22840288566196,95.31801603555662,92.9618414599807,93.92107391357422,61660100
2016-01-22,95.81161292327225,96.67771742985131,95.48566114234806,96.64046478271484,42229800
2016-01-25,96.29585834575724,96.84531872234932,95.12242521775643,95.20624542236328,38881500
2016-01-26,95.60670931165998,96.47280648917457,94.76854273075898,96.06304168701172,36143900
2016-01-27,95.50427605769285,95.91404090157211,93.26916731614811,93.66962432861328,54524700
2016-01-28,95.22488147137213,95.26213411137054,93.37160703904217,94.99205780029297,47641500
2016-01-29,94.9641302285672,97.01297591057455,94.93619252189129,96.97572326660156,54245100
2016-02-01,96.51007246827486,97.59969272668278,96.13756025212403,97.23648834228516,32750300
2016-02-02,96.78944762850337,96.82670026496211,94.84303822851382,95.13174438476562,44928100
2016-02-03,95.76503576284948,95.76503576284948,93.01771213309696,94.67542266845703,61572900
2016-02-04,94.42398378730871,95.42046898747355,93.53925652644662,94.66612243652344,49321600
2016-02-05,94.330849613413,94.36810225743415,91.00612751558971,91.37864685058594,70749900
2016-02-08,89.67434531417248,90.38213110039995,88.32396407036923,89.98167419433594,91673100
2016-02-09,88.78031375398375,91.06198262614764,88.6406181463543,89.7022933959961,73778400
2016-02-10,90.73606943702633,91.90950309160608,89.98172278311915,90.04691314697266,59421700
2016-02-11,88.90138147034828,90.63358999100436,88.64993505518837,89.91649627685547,76839200
2016-02-12,90.93159495970838,91.37861944869678,90.08412065431075,91.28548431396484,49186500
2016-02-16,92.63586500874067,93.3436508178711,92.05845986113253,93.3436508178711,40565900
2016-02-17,94.02350049312511,95.58807568086834,93.78136191145154,95.45769500732422,41766500
2016-02-18,95.7557070539392,95.77432981897725,94.24700729816499,94.36808013916016,38991500
2016-02-19,93.91174497306478,94.93617472726696,93.70686612743835,94.64746856689453,28257900
2016-02-22,95.53217881003455,96.2772100478219,95.43905079346267,96.18408203125,23979100
2016-02-23,95.62532129033924,95.88608261826667,94.53570841069393,94.60089874267578,29869700
2016-02-24,93.492672537741,95.6253382116946,92.91526727714619,95.5042724609375,40739100
2016-02-25,95.69983098080608,96.44486236572266,94.84303458559229,96.44486236572266,29389300
2016-02-26,97.1806115373319,97.19924141236342,96.09099832009872,96.32382202148438,30925000
2016-02-29,96.23067121848851,96.94776492298115,95.45769500732422,95.45769500732422,27553900
2016-03-01,96.3703566018583,98.52164459228516,96.07234265034803,98.52164459228516,37699800
2016-03-02,98.40060341699132,98.57754458204974,97.79526042861713,98.55892181396484,29209800
2016-03-03,98.45647035869452,98.48440806102649,97.66487133669365,98.37265014648438,25474600
2016-03-04,98.48440975762539,99.04318512953358,97.7580010636233,98.40990447998047,31655400
2016-03-07,97.90698550206966,98.475075699675,97.10607168594451,97.8045425415039,25861200
2016-03-08,97.13404224785317,97.98151674929916,96.82671328465432,96.99434661865234,28898500
2016-03-09,97.35755525391377,97.63693941933246,96.81740258680307,97.61831665039062,31047400
2016-03-10,98.02805932669753,98.58683459577789,96.2120308206701,97.46928405761719,44236100
2016-03-11,98.52164255235066,99.17354583740234,98.2143136728779,99.17354583740234,31454000
2016-03-14,98.80106433854971,99.57404074671139,98.77312663070072,99.34121704101562,25374900
2016-03-15,98.98730306845576,99.41569772828923,98.6706592123617,99.30393981933594,26524600
